               #Throat_ID        Throat_Radius(mic)        Throat_Length(mic)                 Pore_ID_1                 Pore_ID_2      Hydrolic_Cond(mic^3)   Throat_Radius_Insc(mic) 
                      718                  17.34808                  48.92139                       386                       366                  98.19830                  10.00000 
                      719                   9.73217                  57.17382                       381                       386                  11.87133                   7.07107 
                      720                  11.11569                  65.32432                       391                       340                  18.85800                   7.07107 
                      721                  18.71036                  52.71928                       350                       391                 232.34396                  11.18034 
                      722                  15.41553                  57.98637                       391                       371                 200.97152                  14.14214 
                      723                  15.37412                  46.90497                       392                       337                 112.36452                  10.00000 
                      724                  14.68567                  60.38616                       352                       392                 103.22083                   8.66025 
                      725                  10.55259                  71.14953                       392                       374                  17.54729                   7.07107 
                      726                   6.39603                  40.94221                       394                       305                   1.94552                   5.00000 
                      727                   4.96026                  34.46461                       354                       394                   7.11761                   7.07107 
                      728                  15.12071                  66.40611                       395                       338                 108.70937                  11.18034 
                      729                  14.87074                  62.93633                       395                       347                 108.68321                  10.00000 
                      730                   6.86123                  54.51230                       349                       395                   1.68149                   5.00000 
                      731                  13.93904                  84.50052                       318                       396                 174.05824                  14.14214 
                      732                  16.37026                  80.79577                       396                       332                  76.23415                  10.00000 
                      733                   7.90350                  78.51821                       364                       396                   4.62426                   7.07107 
                      734                  26.81004                  56.83082                       377                       396                 867.86310                  15.00000 
                      735                   4.95978                  95.51147                       396                       384                   8.17224                   7.07107 
                      736                   7.41343                  70.65914                       397                       377                   8.72035                   7.07107 
                      737                   8.02090                  59.36464                       397                       384                  20.92802                   8.66025 
                      738                  18.87791                  68.33422                       397                       396                 152.53096                  14.14214 
                      739                   7.84643                  48.59694                       398                       359                   2.46673                   5.00000 
                      740                   4.59403                  46.95279                       398                       361                   0.87521                   5.00000 
                      741                  19.31828                  65.55036                       366                       399                  99.12466                  10.00000 
                      742                  10.48023                  85.62589                       386                       399                  21.05677                   7.07107 
                      743                  15.42220                  70.57399                       326                       400                  66.93185                   8.66025 
                      744                  24.88224                  50.34337                       400                       378                 771.75407                  12.24745 
                      745                   8.90375                  57.46062                       401                       312                  11.41272                   7.07107 
                      746                  13.09656                  83.82875                       324                       401                  53.26170                  10.00000 
                      747                   3.38365                  94.44827                       368                       401                   2.32266                   7.07107 
                      748                  17.81594                  55.66000                       381                       401                 217.39415                  11.18034 
                      749                   3.84402                  80.66709                       320                       403                   0.35667                   5.00000 
                      750                  20.52282                  42.90787                       404                       347                 415.56711                  14.14214 
                      751                  17.38865                  54.36911                       404                       367                 173.99263                  11.18034 
                      752                  22.71286                  47.17567                       395                       404                 460.70305                  12.24745 
                      753                  20.66731                  55.10943                       405                       376                 236.71561                  11.18034 
                      754                   4.70606                  71.26827                       406                       322                   0.60507                   5.00000 
                      755                   3.86795                  89.78243                       406                       355                   0.32446                   5.00000 
                      756                  15.13856                  46.45766                       371                       406                 318.63916                  15.00000 
                      757                  10.07340                  59.12602                       391                       406                 123.74753                  12.24745 
                      758                   8.10560                  59.37204                       407                       331                   2.15463                   5.00000 
                      759                  15.55933                  62.55423                       342                       407                  61.94648                  10.00000 
                      760                  10.68762                  58.81682                       407                       370                  23.56910                   8.66025 
                      761                   8.34552                  72.48084                       396                       407                   1.87098                   5.00000 
                      762                  14.63739                  70.12748                       409                       383                 134.31882                  11.18034 
                      763                   3.55779                  47.92272                       410                       332                   0.51429                   5.00000 
                      764                   6.52404                  73.99713                       396                       410                   4.12188                   7.07107 
                      765                  13.22106                  83.62661                       411                       333                  62.03200                  11.18034 
                      766                  12.87524                  60.84429                       365                       411                  39.88299                   7.07107 
                      767                  18.38217                  48.00733                       366                       411                 289.69270                  11.18034 
                      768                   2.38458                  62.20738                       346                       412                   0.17798                   5.00000 
                      769                   5.41902                  44.62339                       366                       412                   1.28134                   5.00000 
                      770                   5.25500                  31.93949                       386                       412                   8.62016                   7.07107 
                      771                  14.07225                  69.41140                       413                       324                 119.55034                  12.24745 
                      772                   2.66652                  70.55967                       413                       326                   0.19621                   5.00000 
                      773                  19.28546                  58.45383                       352                       413                 215.69557                  10.00000 
                      774                  14.36506                  65.49968                       368                       413                 158.76798                  12.24745 
                      775                   9.71068                  63.65669                       388                       413                   2.88430                   5.00000 
                      776                  21.59441                  53.28502                       413                       400                 416.35927                  12.24745 
                      777                  22.70481                  45.43385                       414                       369                 750.44093                  14.14214 
                      778                   3.77480                  52.54085                       405                       414                   0.52805                   5.00000 
                      779                  12.94257                  54.68054                       408                       414                  94.51095                  11.18034 
                      780                   7.37805                  65.71762                       415                       371                   1.61282                   5.00000 
                      781                  23.59500                  69.67998                       333                       416                 412.04866                  12.24745 
                      782                   5.98338                  90.00734                       373                       416                   8.46323                   8.66025 
                      783                  14.03158                  81.08019                       416                       409                  67.57826                  10.00000 
                      784                  20.70874                  53.66931                       419                       364                 409.32420                  14.14214 
                      785                   9.66500                  62.06308                       378                       419                  27.70315                   8.66025 
                      786                   8.43677                  69.96484                       420                       359                   1.98088                   5.00000 
                      787                  18.27217                  63.13409                       361                       420                 143.35962                  11.18034 
                      788                   6.30514                 105.10943                       420                       396                   5.80354                   7.07107 
                      789                  10.43556                  50.51366                       398                       420                  80.75865                  10.00000 
                      790                  15.82693                  72.63370                       400                       420                  44.89203                   8.66025 
                      791                  16.68741                  76.43808                       348                       422                 168.46659                  11.18034 
                      792                  19.71564                  53.60602                       363                       423                 269.39598                  11.18034 
                      793                  15.07863                  28.52276                       382                       424                 283.55715                  11.18034 
                      794                   2.74950                  53.80397                       425                       325                   0.27358                   5.00000 
                      795                  13.13686                  63.31214                       426                       350                  97.31127                  11.18034 
                      796                  15.40468                  52.98783                       426                       391                 121.35704                  11.18034 
                      797                  11.94504                  60.02382                       411                       426                  53.35748                  10.00000 
                      798                   2.75048                  40.40414                       426                       417                   0.36457                   5.00000 
                      799                   3.41756                  79.86709                       427                       344                   2.80203                   7.07107 
                      800                  12.24934                  70.68346                       430                       368                  48.72342                   8.66025 
                      801                   5.51009                  47.68886                       393                       430                   6.34744                   7.07107 
                      802                  19.40428                  46.77798                       394                       430                 194.23299                  11.18034 
                      803                   7.32955                  68.37490                       431                       348                   1.52983                   5.00000 
                      804                  18.66525                  63.19394                       355                       432                  87.88118                   8.66025 
                      805                   2.76069                  60.30977                       432                       362                   0.24606                   5.00000 
                      806                   8.73086                  65.96387                       325                       433                  66.98949                  11.18034 
                      807                   4.81686                  45.28357                       327                       433                   0.99764                   5.00000 
                      808                   2.49038                  24.53919                       433                       425                   0.49210                   5.00000 
                      809                  16.99728                  59.11209                       396                       435                 139.18546                  11.18034 
                      810                  11.95608                  77.09724                       332                       436                  23.06577                   8.66025 
                      811                   7.81132                  64.28280                       436                       408                   1.84816                   5.00000 
                      812                   6.16109                  45.70393                       438                       360                   6.87030                   7.07107 
                      813                  10.12371                  46.56418                       427                       438                  63.83118                  10.00000 
                      814                   3.84823                  13.60203                       387                       440                  28.23726                   7.07107 
                      815                  18.27954                  80.17678                       320                       441                 267.22307                  14.14214 
                      816                   6.25900                  31.92189                       441                       403                   2.38950                   5.00000 
                      817                   3.91055                  50.67575                       395                       443                   0.58757                   5.00000 
                      818                   5.54445                  64.99816                       444                       441                  12.77169                   8.66025 
                      819                   4.68235                  71.15270                       445                       433                   0.59996                   5.00000 
                      820                  13.89325                  71.52407                       448                       409                  46.96245                  10.00000 
                      821                  21.10558                  58.93668                       448                       416                 111.98674                   8.66025 
                      822                   3.74315                  69.15681                       448                       418                   0.39448                   5.00000 
                      823                   7.19366                  86.73796                       450                       333                  23.46820                  11.18034 
                      824                  10.12193                  66.79718                       373                       450                  98.82217                  11.18034 
                      825                  11.25385                  59.60619                       450                       416                  74.36285                  11.18034 
                      826                  16.90236                  68.87941                       450                       448                 167.01067                  11.18034 
                      827                  11.95846                  45.18714                       449                       450                  47.41103                  10.00000 
                      828                   8.79004                  69.52530                       401                       451                  13.01882                   7.07107 
                      829                  11.39753                  42.56479                       451                       439                  26.32468                   7.07107 
                      830                   2.79858                  54.07463                       453                       355                   0.28201                   5.00000 
                      831                   2.71857                  49.06047                       432                       453                   0.29331                   5.00000 
                      832                   2.01635                  79.89103                       330                       455                   0.09909                   5.00000 
                      833                   7.81120                  76.87354                       455                       363                  11.44470                   7.07107 
                      834                  15.95187                  65.39210                       455                       369                 126.08595                  10.00000 
                      835                   7.38093                  60.89136                       455                       414                  21.85338                  10.00000 
                      836                   5.04827                  72.18069                       455                       423                   6.76505                   7.07107 
                      837                  15.17352                  65.57369                       436                       455                 186.19710                  11.18034 
                      838                  10.15054                  84.23645                       342                       456                  44.46341                  10.00000 
                      839                  14.28220                  54.28824                       407                       456                  27.88379                   8.66025 
                      840                  12.53112                  55.84610                       381                       458                  44.73173                   8.66025 
                      841                  13.98863                  52.62882                       458                       386                  54.93080                   7.07107 
                      842                   3.20732                  36.94528                       458                       421                   0.54214                   5.00000 
                      843                   6.14823                  64.49901                       459                       367                   4.84799                   7.07107 
                      844                  10.16421                  72.44966                       404                       459                  41.06233                   8.66025 
                      845                   5.55956                  72.25099                       348                       460                   4.26515                   7.07107 
                      846                   7.73804                  74.81365                       460                       381                  19.36337                   7.07107 
                      847                   3.62433                  43.83802                       460                       428                   0.58343                   5.00000 
                      848                   9.14311                  62.96456                       431                       460                  22.03654                   8.66025 
                      849                   7.44809                  70.02178                       460                       458                   8.88219                   7.07107 
                      850                   9.61590                  42.00280                       456                       461                  21.94820                   7.07107 
                      851                   8.42034                  66.67251                       371                       462                  40.92199                  11.18034 
                      852                   4.86753                  63.53550                       391                       462                   9.67176                   7.07107 
                      853                  25.01002                  45.04676                       462                       406                1001.29414                  14.14214 
                      854                  13.78103                  64.21867                       399                       463                  69.18336                   8.66025 
                      855                  17.34608                  52.03558                       420                       463                 170.80221                  12.24745 
                      856                  11.88062                  77.77360                       464                       384                  91.54198                  12.24745 
                      857                  14.97996                  40.20976                       385                       464                 143.09625                  10.00000 
                      858                   6.19581                  59.33003                       419                       464                   5.35223                   7.07107 
                      859                   5.61786                  72.69986                       465                       345                   4.32818                   7.07107 
                      860                   7.39265                  79.44327                       422                       465                   4.39495                   7.07107 
                      861                  16.13040                  62.78200                       459                       465                  60.77951                  10.00000 
                      862                   6.40344                  55.49469                       466                       392                   1.43867                   5.00000 
                      863                   1.07122                  48.66322                       387                       467                   0.36183                   7.07107 
                      864                  15.15684                  57.66806                       402                       467                 370.30111                  15.81139 
                      865                   7.71576                  51.18161                       467                       440                  19.79405                   7.07107 
                      866                  11.24541                  49.71504                       468                       422                  33.97863                   8.66025 
                      867                   6.96891                  58.59258                       468                       459                   1.61388                   5.00000 
                      868                   3.82391                  91.87914                       469                       348                   3.04934                   7.07107 
                      869                   4.38437                  31.28702                       469                       389                   1.19629                   5.00000 
                      870                  15.09164                  53.45670                       469                       422                 160.54350                  10.00000 
                      871                   8.40156                  61.28907                       431                       469                  10.38938                   7.07107 
                      872                   3.48774                  57.95296                       443                       469                   4.02180                   7.07107 
                      873                  18.62498                  46.99446                       469                       468                 328.30573                  11.18034 
                      874                  28.17926                  57.58381                       395                       470                 772.65220                  14.14214 
                      875                  12.89167                  63.87459                       470                       404                 130.51827                  12.24745 
                      876                  23.58512                  55.23472                       470                       468                 318.59976                  11.18034 
                      877                  13.96094                  45.49426                       471                       431                 184.75564                  11.18034 
                      878                   4.47088                  53.98399                       472                       405                   0.72095                   5.00000 
                      879                  14.84890                  63.69257                       374                       474                  93.43943                  10.00000 
                      880                   6.00616                  79.74005                       474                       385                   0.88085                   5.00000 
                      881                   8.13909                  68.20030                       474                       419                  19.74714                   8.66025 
                      882                  16.68145                  68.82706                       474                       464                 235.85153                  11.18034 
                      883                  26.07450                  56.51367                       467                       474                 446.66268                  12.24745 
                      884                   2.69104                  82.25425                       475                       468                   3.61352                   7.07107 
                      885                   2.68251                  74.80945                       470                       475                   0.18729                   5.00000 
                      886                  17.36516                  84.73053                       476                       423                  98.68714                  11.18034 
                      887                   6.61698                  54.43414                       476                       424                   1.56615                   5.00000 
                      888                  18.90119                  55.06690                       456                       476                 336.38413                  11.18034 
                      889                   9.78869                  38.88627                       461                       476                  53.96734                   8.66025 
                      890                   7.84851                  89.93928                       477                       355                   9.87576                   7.07107 
                      891                   6.81039                  82.01530                       477                       406                  10.83568                   7.07107 
                      892                   6.70745                  83.04436                       477                       432                   6.99073                   7.07107 
                      893                   2.68871                  56.95938                       477                       453                   0.24712                   5.00000 
                      894                   3.67133                  55.33504                       478                       407                   4.66718                   7.07107 
                      895                   7.26943                  58.56621                       479                       458                  10.11620                   7.07107 
                      896                  14.37752                  45.20503                       460                       479                  98.31836                   8.66025 
                      897                  21.06226                  48.52594                       482                       384                 438.49922                  12.24745 
                      898                  14.90777                 108.83758                       482                       396                 168.86600                  12.24745 
                      899                  11.78961                  54.93439                       397                       482                 162.23415                  11.18034 
                      900                  12.27061                  62.70796                       464                       482                 158.84229                  14.14214 
                      901                   7.36535                  81.31444                       366                       483                  13.78801                   8.66025 
                      902                   8.64060                  72.20522                       483                       411                  27.25819                   8.66025 
                      903                   4.80012                  91.99489                       484                       411                   0.48767                   5.00000 
                      904                  11.58815                  78.97747                       484                       450                  21.03528                  10.00000 
                      905                  21.02134                  70.52167                       458                       484                 167.41297                  11.18034 
                      906                  25.20750                  66.71455                       465                       484                 480.39000                  14.14214 
                      907                   2.49834                  48.19957                       422                       485                   0.25214                   5.00000 
                      908                   5.55709                  38.59631                       458                       486                   1.55788                   5.00000 
                      909                  13.16925                  36.86591                       479                       486                 237.27575                  11.18034 
                      910                   2.25732                  70.37750                       407                       489                   0.14097                   5.00000 
                      911                   3.89236                  67.88537                       489                       456                   4.27618                   7.07107 
                      912                  17.38853                  66.08026                       491                       436                 307.03198                  12.24745 
                      913                   9.21221                  60.91004                       463                       491                  10.68115                   7.07107 
                      914                   2.65803                  42.39207                       492                       393                   0.32450                   5.00000 
                      915                  12.22172                  49.52170                       492                       460                 151.77417                  11.18034 
                      916                   8.03440                  43.06758                       492                       479                  32.01741                   7.07107 
                      917                   3.67276                  21.53513                       493                       442                  25.70902                   7.07107 
                      918                  15.40562                  66.89954                       494                       441                 129.40629                  11.18034 
                      919                   7.21576                  57.12697                       415                       497                   5.82284                   7.07107 
                      920                  14.63825                  49.52766                       497                       462                 133.81445                  11.18034 
                      921                   3.93056                  63.80422                       498                       397                   0.47146                   5.00000 
                      922                   1.46814                  79.41669                       420                       498                   0.05285                   5.00000 
                      923                   7.78380                  37.24621                       437                       498                   9.45528                   7.07107 
                      924                  10.90306                  61.84308                       400                       499                  32.06874                   8.66025 
                      925                   2.28088                  70.14221                       499                       419                   0.14442                   5.00000 
                      926                  20.31563                  76.02720                       499                       420                 301.12945                  14.14214 
                      927                   9.17617                  81.33338                       474                       499                   2.01576                   5.00000 
                      928                   3.95269                  56.05206                       499                       498                  11.44042                   7.07107 
                      929                  13.22258                  64.79313                       430                       500                  32.33803                   8.66025 
                      930                  14.88179                  56.04678                       479                       500                 157.52711                  11.18034 
                      931                   5.20736                  61.25824                       492                       500                   4.41335                   7.07107 
                      932                   5.31095                  66.20761                       501                       468                   0.82951                   5.00000 
                      933                  18.93106                  44.03380                       501                       469                 211.91705                  10.00000 
                      934                   5.59636                  44.00005                       502                       424                   7.09669                   7.07107 
                      935                  19.23385                  37.92394                       476                       502                 301.40921                  10.00000 
                      936                   2.49499                 131.29125                       503                       396                   0.09232                   5.00000 
                      937                   3.94823                  69.30901                       503                       397                   2.90225                   7.07107 
                      938                  14.33364                  61.57896                       503                       419                 115.75973                  12.24745 
                      939                  15.94636                  64.12866                       474                       503                 121.94611                  10.00000 
                      940                   4.72428                  69.11255                       503                       482                   4.16708                   7.07107 
                      941                   2.63243                  71.17159                       498                       503                   3.99627                   7.07107 
                      942                   8.15764                  59.51011                       476                       505                   2.17733                   5.00000 
                      943                   2.76542                  60.41638                       505                       502                   0.24646                   5.00000 
                      944                   3.44546                  39.48074                       506                       476                   0.58546                   5.00000 
                      945                   9.76351                  89.12986                       416                       507                  23.20719                   8.66025 
                      946                   5.98503                  51.07789                       405                       509                  10.76080                   7.07107 
                      947                   3.95984                  61.86529                       510                       507                   4.85641                   7.07107 
                      948                  11.15434                  85.52014                       511                       391                  11.42767                   7.07107 
                      949                   8.76927                  76.06606                       511                       415                   8.36276                   7.07107 
                      950                   7.66131                  58.92365                       511                       446                   5.79015                   7.07107 
                      951                  18.84199                  59.23888                       511                       462                 230.17887                  11.18034 
                      952                   5.47075                  70.64819                       479                       513                   8.11710                   7.07107 
                      953                  19.74550                  48.16552                       486                       513                 348.44748                  12.24745 
                      954                  14.28569                  68.85268                       500                       513                  56.56441                  10.00000 
                      955                  10.90672                  48.43576                       514                       513                  25.90167                   7.07107 
                      956                   2.72124                  76.60003                       515                       422                   0.18823                   5.00000 
                      957                  13.16567                  74.91181                       468                       515                  14.29618                   7.07107 
                      958                  13.66911                  70.54265                       469                       515                 128.10974                  12.24745 
                      959                   2.63157                  55.16081                       515                       485                   0.24445                   5.00000 
                      960                   1.28510                  97.54941                       515                       501                   0.69486                   7.07107 
                      961                   6.17772                  29.49616                       469                       516                  14.50624                   7.07107 
                      962                   1.70621                  49.38405                       516                       515                   0.11478                   5.00000 
