                 #Pore_ID          Pore_Radius(mic)              Connectivity           Location_X(mic)           Location_Y(mic)           Location_Z(mic)              Inlet_Outlet     Pore_Radius_Insc(mic) 
                      692                  21.96257                         5                 280.59155                 102.71831                 474.22535                         0                  15.00000
                      693                   5.93344                         0                 311.42857                 473.57143                 461.42857                         0                   5.00000
                      694                  17.31637                         4                 404.31034                 370.05747                 478.59195                         0                  15.00000
                      695                   5.63626                         1                 422.50000                 320.00000                 488.33333                         0                   5.00000
                      696                  21.75439                         3                 435.55072                  54.53623                 484.31884                         0                  12.24745
                      697                  23.35697                         6                 459.25059                 216.41686                 483.60656                         0                  15.00000
                      698                  18.28908                         1                 479.65854                 128.51220                 480.48780                         0                  11.18034
                      699                   4.92373                         1                  12.50000                 177.50000                 472.50000                         0                   5.00000
                      700                  26.47711                         4                  56.18971                 340.62701                 481.46302                         0                  14.14214
                      701                  13.25273                         1                  99.55128                 112.50000                 478.14103                         0                   8.66025
                      702                  25.11724                         7                 114.89642                 238.18267                 484.17137                         0                  15.00000
                      703                   5.93344                         2                 128.57143                 282.85714                 496.42857                         0                  10.00000
                      704                  12.90381                         4                 125.06944                 389.37500                 487.84722                         0                  10.00000
                      705                   7.64958                         1                 186.66667                   6.33333                 496.66667                         1                   8.66025
                      706                  23.15465                         3                 289.08654                 187.24760                 482.13942                         0                  15.00000
                      707                  17.34948                         4                 314.08571                 488.11429                 489.00000                        -1                  14.14214
                      708                  23.41154                         4                 373.33721                  20.77907                 480.44186                         1                  15.00000
                      709                  28.35556                         7                 440.51047                 282.36257                 482.94503                         0                  15.81139
                      710                  25.74774                         4                 202.12413                 372.77098                 486.04895                         0                  18.70829
                      711                   3.90796                         0                 262.50000                 345.00000                 500.00000                         0                   5.00000
                      712                   6.45191                         1                 315.00000                 144.44444                 500.00000                         0                   7.07107
                      713                   5.93344                         2                 349.28571                 494.28571                 481.42857                        -1                   7.07107
                      714                  20.53083                         3                 358.98276                 243.05172                 487.31034                         0                  11.18034
                      715                  10.86667                         2                  13.37209                 401.97674                 484.65116                         0                   8.66025
                      716                   8.82097                         0                  58.04348                 242.60870                 498.91304                         0                   7.07107
                      717                   9.84745                         4                 112.65625                 483.75000                 487.03125                        -1                   7.07107
                      718                  20.34028                         6                 156.17021                 479.34397                 482.50000                        -1                  16.58312
                      719                  23.66291                         5                 165.61937                 337.81532                 490.33784                         0                  15.00000
                      720                  21.77538                         4                 216.06936                 261.66185                 487.90462                         0                  18.02776
                      721                  12.27640                         2                 235.08065                  22.74194                 492.33871                         1                   8.66025
                      722                  24.38667                         5                 256.69753                 293.17901                 488.60082                         0                  15.81139
                      723                  22.62304                         4                 433.73711                 443.01546                 485.25773                         0                  14.14214
                      724                  21.75439                         3                 480.84058                 481.49275                 482.15942                        -1                  15.81139
                      725                   3.90796                         1                 277.50000                  42.50000                 500.00000                         0                   5.00000
                      726                  12.96328                         2                 312.67123                  66.71233                 490.34247                         0                   7.07107
                      727                   4.92373                         0                  82.50000                  37.50000                 500.00000                         0                   5.00000
                      728                  15.21369                         2                 482.58475                  21.73729                 492.11864                         1                  14.14214
                      729                  16.69739                         2                  20.12821                  29.80769                 494.16667                         1                  14.14214
